"dep","prov","dist","cat_age","N"
"ancash","recuay","cotaparaco","70-79",29
"ancash","recuay","cotaparaco","80+",11
"ancash","recuay","huayllapampa","60-69",90
"ancash","recuay","huayllapampa","70-79",58
"ancash","recuay","huayllapampa","80+",52
"ancash","recuay","llacllin","60-69",61
"ancash","recuay","llacllin","70-79",70
"ancash","recuay","llacllin","80+",47
"ancash","recuay","marca","60-69",165
"ancash","recuay","marca","70-79",189
"ancash","recuay","marca","80+",136
"ancash","recuay","pampas chico","60-69",95
"ancash","recuay","pampas chico","70-79",74
"ancash","recuay","pampas chico","80+",41
"ancash","recuay","pararin","60-69",161
"ancash","recuay","pararin","70-79",93
"ancash","recuay","pararin","80+",70
"ancash","recuay","recuay","60-69",372
"ancash","recuay","recuay","70-79",310
"ancash","recuay","recuay","80+",165
"ancash","recuay","tapacocha","60-69",56
"ancash","recuay","tapacocha","70-79",33
"ancash","recuay","tapacocha","80+",26
"ancash","recuay","ticapampa","60-69",206
"ancash","recuay","ticapampa","70-79",163
"ancash","recuay","ticapampa","80+",95
"ancash","santa","caceres del peru","60-69",402
"ancash","santa","caceres del peru","70-79",291
"ancash","santa","caceres del peru","80+",197
"ancash","santa","chimbote","60-69",15051
"ancash","santa","chimbote","70-79",10668
"ancash","santa","chimbote","80+",5512
"ancash","santa","coishco","60-69",967
"ancash","santa","coishco","70-79",721
"ancash","santa","coishco","80+",327
"ancash","santa","macate","60-69",264
"ancash","santa","macate","70-79",199
"ancash","santa","macate","80+",122
"ancash","santa","moro","60-69",560
"ancash","santa","moro","70-79",351
"ancash","santa","moro","80+",170
"ancash","santa","nepena","60-69",1128
"ancash","santa","nepena","70-79",685
"ancash","santa","nepena","80+",416
"ancash","santa","nuevo chimbote","60-69",9460
"ancash","santa","nuevo chimbote","70-79",5189
"ancash","santa","nuevo chimbote","80+",1904
"ancash","santa","samanco","60-69",294
"ancash","santa","samanco","70-79",198
"ancash","santa","samanco","80+",93
"ancash","santa","santa","60-69",1206
"ancash","santa","santa","70-79",672
"ancash","santa","santa","80+",314
"ancash","sihuas","acobamba","60-69",75
"ancash","sihuas","acobamba","70-79",67
"ancash","sihuas","acobamba","80+",28
"ancash","sihuas","alfonso ugarte","60-69",46
"ancash","sihuas","alfonso ugarte","70-79",31
"ancash","sihuas","alfonso ugarte","80+",30
"ancash","sihuas","cashapampa","60-69",202
"ancash","sihuas","cashapampa","70-79",140
"ancash","sihuas","cashapampa","80+",97
"ancash","sihuas","chingalpo","60-69",54
"ancash","sihuas","chingalpo","70-79",53
"ancash","sihuas","chingalpo","80+",19
"ancash","sihuas","huayllabamba","60-69",267
"ancash","sihuas","huayllabamba","70-79",175
"ancash","sihuas","huayllabamba","80+",114
"ancash","sihuas","quiches","60-69",162
"ancash","sihuas","quiches","70-79",99
"ancash","sihuas","quiches","80+",71
"ancash","sihuas","ragash","60-69",147
"ancash","sihuas","ragash","70-79",113
"ancash","sihuas","ragash","80+",72
"ancash","sihuas","san juan","60-69",349
"ancash","sihuas","san juan","70-79",257
"ancash","sihuas","san juan","80+",137
"ancash","sihuas","sicsibamba","60-69",110
"ancash","sihuas","sicsibamba","70-79",103
"ancash","sihuas","sicsibamba","80+",63
"ancash","sihuas","sihuas","60-69",335
"ancash","sihuas","sihuas","70-79",241
"ancash","sihuas","sihuas","80+",135
"ancash","yungay","cascapara","60-69",123
"ancash","yungay","cascapara","70-79",70
"ancash","yungay","cascapara","80+",34
"ancash","yungay","mancos","60-69",498
"ancash","yungay","mancos","70-79",409
"ancash","yungay","mancos","80+",240
"ancash","yungay","matacoto","60-69",58
"ancash","yungay","matacoto","70-79",79
"ancash","yungay","matacoto","80+",44
"ancash","yungay","quillo","60-69",571
"ancash","yungay","quillo","70-79",339
"ancash","yungay","quillo","80+",157
"ancash","yungay","ranrahirca","60-69",182
"ancash","yungay","ranrahirca","70-79",154
"ancash","yungay","ranrahirca","80+",88
"ancash","yungay","shupluy","60-69",112
"ancash","yungay","shupluy","70-79",92
"ancash","yungay","shupluy","80+",39
"ancash","yungay","yanama","60-69",334
"ancash","yungay","yanama","70-79",307
"ancash","yungay","yanama","80+",127
"ancash","yungay","yungay","60-69",1332
"ancash","yungay","yungay","70-79",967
"ancash","yungay","yungay","80+",483
"apurimac","abancay","abancay","60-69",3018
"apurimac","abancay","abancay","70-79",1932
"apurimac","abancay","abancay","80+",1135
"apurimac","abancay","chacoche","60-69",90
"apurimac","abancay","chacoche","70-79",78
"apurimac","abancay","chacoche","80+",46
"apurimac","abancay","circa","60-69",248
"apurimac","abancay","circa","70-79",219
"apurimac","abancay","circa","80+",83
"apurimac","abancay","curahuasi","60-69",1000
"apurimac","abancay","curahuasi","70-79",665
"apurimac","abancay","curahuasi","80+",383
"apurimac","abancay","huanipaca","60-69",218
"apurimac","abancay","huanipaca","70-79",183
"apurimac","abancay","huanipaca","80+",82
"apurimac","abancay","lambrama","60-69",367
"apurimac","abancay","lambrama","70-79",271
"apurimac","abancay","lambrama","80+",139
"apurimac","abancay","pichirhua","60-69",298
"apurimac","abancay","pichirhua","70-79",265
"apurimac","abancay","pichirhua","80+",166
"apurimac","abancay","san pedro de cachora","60-69",180
"apurimac","abancay","san pedro de cachora","70-79",181
"apurimac","abancay","san pedro de cachora","80+",88
"apurimac","abancay","tamburco","60-69",469
"apurimac","abancay","tamburco","70-79",280
"apurimac","abancay","tamburco","80+",161
"apurimac","andahuaylas","andahuaylas","60-69",1766
"apurimac","andahuaylas","andahuaylas","70-79",1007
"apurimac","andahuaylas","andahuaylas","80+",539
"apurimac","andahuaylas","andarapa","60-69",456
"apurimac","andahuaylas","andarapa","70-79",340
"apurimac","andahuaylas","andarapa","80+",172
"apurimac","andahuaylas","chiara","60-69",98
"apurimac","andahuaylas","chiara","70-79",75
"apurimac","andahuaylas","chiara","80+",50
"apurimac","andahuaylas","huancarama","60-69",369
"apurimac","andahuaylas","huancarama","70-79",269
"apurimac","andahuaylas","huancarama","80+",146
"apurimac","andahuaylas","huancaray","60-69",275
"apurimac","andahuaylas","huancaray","70-79",286
"apurimac","andahuaylas","huancaray","80+",132
"apurimac","andahuaylas","huayana","60-69",62
"apurimac","andahuaylas","huayana","70-79",54
"apurimac","andahuaylas","huayana","80+",28
"apurimac","andahuaylas","jose maria arguedas","60-69",163
"apurimac","andahuaylas","jose maria arguedas","70-79",107
"apurimac","andahuaylas","jose maria arguedas","80+",38
"apurimac","andahuaylas","kaquiabamba","60-69",204
"apurimac","andahuaylas","kaquiabamba","70-79",159
"apurimac","andahuaylas","kaquiabamba","80+",74
"apurimac","andahuaylas","kishuara","60-69",365
"apurimac","andahuaylas","kishuara","70-79",258
"apurimac","andahuaylas","kishuara","80+",134
"apurimac","andahuaylas","pacobamba","60-69",281
"apurimac","andahuaylas","pacobamba","70-79",197
"apurimac","andahuaylas","pacobamba","80+",109
"apurimac","andahuaylas","pacucha","60-69",588
"apurimac","andahuaylas","pacucha","70-79",436
"apurimac","andahuaylas","pacucha","80+",263
"apurimac","andahuaylas","pampachiri","60-69",147
"apurimac","andahuaylas","pampachiri","70-79",130
"apurimac","andahuaylas","pampachiri","80+",68
"apurimac","andahuaylas","pomacocha","60-69",71
"apurimac","andahuaylas","pomacocha","70-79",48
"apurimac","andahuaylas","pomacocha","80+",31
"apurimac","andahuaylas","san antonio de cachi","60-69",179
"apurimac","andahuaylas","san antonio de cachi","70-79",192
"apurimac","andahuaylas","san antonio de cachi","80+",91
"apurimac","andahuaylas","san jeronimo","60-69",894
"apurimac","andahuaylas","san jeronimo","70-79",580
"apurimac","andahuaylas","san jeronimo","80+",291
"apurimac","andahuaylas","san miguel de chaccrampa","60-69",116
"apurimac","andahuaylas","san miguel de chaccrampa","70-79",75
"apurimac","andahuaylas","san miguel de chaccrampa","80+",32
"apurimac","andahuaylas","santa maria de chicmo","60-69",583
"apurimac","andahuaylas","santa maria de chicmo","70-79",388
"apurimac","andahuaylas","santa maria de chicmo","80+",168
"apurimac","andahuaylas","talavera","60-69",1030
"apurimac","andahuaylas","talavera","70-79",790
"apurimac","andahuaylas","talavera","80+",459
"apurimac","andahuaylas","tumay huaraca","60-69",143
"apurimac","andahuaylas","tumay huaraca","70-79",100
"apurimac","andahuaylas","tumay huaraca","80+",50
"apurimac","andahuaylas","turpo","60-69",283
"apurimac","andahuaylas","turpo","70-79",268
"apurimac","andahuaylas","turpo","80+",136
"apurimac","antabamba","antabamba","60-69",210
"apurimac","antabamba","antabamba","70-79",214
"apurimac","antabamba","antabamba","80+",100
"apurimac","antabamba","el oro","60-69",35
"apurimac","antabamba","el oro","70-79",45
"apurimac","antabamba","el oro","80+",17
"apurimac","antabamba","huaquirca","60-69",106
"apurimac","antabamba","huaquirca","70-79",74
"apurimac","antabamba","huaquirca","80+",43
"apurimac","antabamba","juan espinoza medrano","60-69",140
"apurimac","antabamba","juan espinoza medrano","70-79",147
"apurimac","antabamba","juan espinoza medrano","80+",76
"apurimac","antabamba","oropesa","60-69",127
"apurimac","antabamba","oropesa","70-79",102
"apurimac","antabamba","oropesa","80+",38
"apurimac","antabamba","pachaconas","60-69",79
"apurimac","antabamba","pachaconas","70-79",76
"apurimac","antabamba","pachaconas","80+",35
"apurimac","antabamba","sabaino","60-69",96
"apurimac","antabamba","sabaino","70-79",104
"apurimac","antabamba","sabaino","80+",41
"apurimac","aymaraes","capaya","60-69",69
"apurimac","aymaraes","capaya","70-79",46
"apurimac","aymaraes","capaya","80+",17
"apurimac","aymaraes","caraybamba","60-69",95
"apurimac","aymaraes","caraybamba","70-79",62
"apurimac","aymaraes","caraybamba","80+",45
"apurimac","aymaraes","chalhuanca","60-69",308
"apurimac","aymaraes","chalhuanca","70-79",198
"apurimac","aymaraes","chalhuanca","80+",129
"apurimac","aymaraes","chapimarca","60-69",193
"apurimac","aymaraes","chapimarca","70-79",153
"apurimac","aymaraes","chapimarca","80+",86
"apurimac","aymaraes","colcabamba","60-69",71
"apurimac","aymaraes","colcabamba","70-79",64
"apurimac","aymaraes","colcabamba","80+",33
"apurimac","aymaraes","cotaruse","60-69",164
"apurimac","aymaraes","cotaruse","70-79",131
"apurimac","aymaraes","cotaruse","80+",48
"apurimac","aymaraes","ihuayllo","60-69",54
"apurimac","aymaraes","ihuayllo","70-79",46
"apurimac","aymaraes","ihuayllo","80+",35
"apurimac","aymaraes","justo apu sahuaraura","60-69",67
"apurimac","aymaraes","justo apu sahuaraura","70-79",56
"apurimac","aymaraes","justo apu sahuaraura","80+",29
"apurimac","aymaraes","lucre","60-69",143
"apurimac","aymaraes","lucre","70-79",134
"apurimac","aymaraes","lucre","80+",52
"apurimac","aymaraes","pocohuanca","60-69",109
"apurimac","aymaraes","pocohuanca","70-79",96
"apurimac","aymaraes","pocohuanca","80+",38
"apurimac","aymaraes","san juan de chacna","60-69",69
"apurimac","aymaraes","san juan de chacna","70-79",70
"apurimac","aymaraes","san juan de chacna","80+",44
"apurimac","aymaraes","sanayca","60-69",92
"apurimac","aymaraes","sanayca","70-79",92
"apurimac","aymaraes","sanayca","80+",59
"apurimac","aymaraes","soraya","60-69",53
"apurimac","aymaraes","soraya","70-79",50
"apurimac","aymaraes","soraya","80+",46
"apurimac","aymaraes","tapairihua","60-69",157
"apurimac","aymaraes","tapairihua","70-79",122
"apurimac","aymaraes","tapairihua","80+",57
"apurimac","aymaraes","tintay","60-69",221
"apurimac","aymaraes","tintay","70-79",227
"apurimac","aymaraes","tintay","80+",102
"apurimac","aymaraes","toraya","60-69",135
"apurimac","aymaraes","toraya","70-79",144
"apurimac","aymaraes","toraya","80+",81
"apurimac","aymaraes","yanaca","60-69",96
"apurimac","aymaraes","yanaca","70-79",98
"apurimac","aymaraes","yanaca","80+",57
"apurimac","chincheros","anco_huallo","60-69",566
"apurimac","chincheros","anco_huallo","70-79",459
"apurimac","chincheros","anco_huallo","80+",229
"apurimac","chincheros","chincheros","60-69",283
"apurimac","chincheros","chincheros","70-79",272
"apurimac","chincheros","chincheros","80+",124
"apurimac","chincheros","cocharcas","60-69",137
"apurimac","chincheros","cocharcas","70-79",113
"apurimac","chincheros","cocharcas","80+",50
"apurimac","chincheros","el porvenir","60-69",113
"apurimac","chincheros","el porvenir","70-79",76
"apurimac","chincheros","el porvenir","80+",35
"apurimac","chincheros","huaccana","60-69",478
"apurimac","chincheros","huaccana","70-79",423
"apurimac","chincheros","huaccana","80+",241
"apurimac","chincheros","los chankas","60-69",57
"apurimac","chincheros","los chankas","70-79",42
"apurimac","chincheros","los chankas","80+",29
"apurimac","chincheros","ocobamba","60-69",467
"apurimac","chincheros","ocobamba","70-79",387
"apurimac","chincheros","ocobamba","80+",199
"apurimac","chincheros","ongoy","60-69",193
"apurimac","chincheros","ongoy","70-79",141
"apurimac","chincheros","ongoy","80+",77
"apurimac","chincheros","ranracancha","60-69",237
"apurimac","chincheros","ranracancha","70-79",182
"apurimac","chincheros","ranracancha","80+",65
"apurimac","chincheros","rocchacc","60-69",194
"apurimac","chincheros","rocchacc","70-79",103
"apurimac","chincheros","rocchacc","80+",67
"apurimac","chincheros","uranmarca","60-69",178
"apurimac","chincheros","uranmarca","70-79",159
"apurimac","chincheros","uranmarca","80+",76
"apurimac","cotabambas","challhuahuacho","60-69",449
"apurimac","cotabambas","challhuahuacho","70-79",241
"apurimac","cotabambas","challhuahuacho","80+",87
"apurimac","cotabambas","cotabambas","60-69",283
"apurimac","cotabambas","cotabambas","70-79",266
"apurimac","cotabambas","cotabambas","80+",111
"apurimac","cotabambas","coyllurqui","60-69",364
"apurimac","cotabambas","coyllurqui","70-79",299
"apurimac","cotabambas","coyllurqui","80+",125
"apurimac","cotabambas","haquira","60-69",653
"apurimac","cotabambas","haquira","70-79",452
"apurimac","cotabambas","haquira","80+",208
"apurimac","cotabambas","mara","60-69",391
"apurimac","cotabambas","mara","70-79",234
"apurimac","cotabambas","mara","80+",155
"apurimac","cotabambas","tambobamba","60-69",496
"apurimac","cotabambas","tambobamba","70-79",318
"apurimac","cotabambas","tambobamba","80+",172
"apurimac","grau","chuquibambilla","60-69",395
"apurimac","grau","chuquibambilla","70-79",252
"apurimac","grau","chuquibambilla","80+",151
"apurimac","grau","curasco","60-69",93
"apurimac","grau","curasco","70-79",67
"apurimac","grau","curasco","80+",37
"apurimac","grau","curpahuasi","60-69",174
"apurimac","grau","curpahuasi","70-79",107
"apurimac","grau","curpahuasi","80+",63
"apurimac","grau","gamarra","60-69",284
"apurimac","grau","gamarra","70-79",240
"apurimac","grau","gamarra","80+",131
"apurimac","grau","huayllati","60-69",116
"apurimac","grau","huayllati","70-79",64
"apurimac","grau","huayllati","80+",37
"apurimac","grau","mamara","60-69",64
"apurimac","grau","mamara","70-79",76
"apurimac","grau","mamara","80+",44
"apurimac","grau","micaela bastidas","60-69",78
"apurimac","grau","micaela bastidas","70-79",38
"apurimac","grau","micaela bastidas","80+",31
"apurimac","grau","pataypampa","60-69",61
"apurimac","grau","pataypampa","70-79",55
"apurimac","grau","pataypampa","80+",32
"apurimac","grau","progreso","60-69",146
"apurimac","grau","progreso","70-79",80
"apurimac","grau","progreso","80+",45
"apurimac","grau","san antonio","60-69",17
"apurimac","grau","san antonio","70-79",21
"apurimac","grau","san antonio","80+",10
"apurimac","grau","santa rosa","60-69",51
"apurimac","grau","santa rosa","70-79",59
"apurimac","grau","santa rosa","80+",47
"apurimac","grau","turpay","60-69",71
"apurimac","grau","turpay","70-79",71
"apurimac","grau","turpay","80+",22
"apurimac","grau","vilcabamba","60-69",79
"apurimac","grau","vilcabamba","70-79",71
"apurimac","grau","vilcabamba","80+",28
"apurimac","grau","virundo","60-69",40
"apurimac","grau","virundo","70-79",49
"apurimac","grau","virundo","80+",18
"arequipa","arequipa","alto selva alegre","60-69",5369
"arequipa","arequipa","alto selva alegre","70-79",2768
"arequipa","arequipa","alto selva alegre","80+",1778
"arequipa","arequipa","arequipa","60-69",5583
"arequipa","arequipa","arequipa","70-79",3665
"arequipa","arequipa","arequipa","80+",2786
"arequipa","arequipa","cayma","60-69",5729
"arequipa","arequipa","cayma","70-79",3148
"arequipa","arequipa","cayma","80+",1836
"arequipa","arequipa","cerro colorado","60-69",9727
"arequipa","arequipa","cerro colorado","70-79",5111
"arequipa","arequipa","cerro colorado","80+",2792
"arequipa","arequipa","characato","60-69",734
"arequipa","arequipa","characato","70-79",443
"arequipa","arequipa","characato","80+",198
"arequipa","arequipa","chiguata","60-69",261
"arequipa","arequipa","chiguata","70-79",144
"arequipa","arequipa","chiguata","80+",97
